blue1,blue2,blue3,blue4,blue5,red1,red2,red3,red4,red5,result,league,atakhans,opp_atakhans,golddiffat25,golddiffat20,golddiffat15,golddiffat10,firstmidtower,firstherald,dragons,opp_dragons,void_grubs,opp_void_grubs
Taliyah,Kalista,Renata Glasc,Sejuani,Jax,Miss Fortune,Leona,Orianna,Ambessa,Poppy,1,LCP,1.0,0.0,5357.0,3749.0,27.0,735.0,1.0,1.0,3.0,1.0,0.0,3.0
Rumble,Xin Zhao,Sylas,Ezreal,Rakan,Vi,Ahri,Galio,Xayah,Rell,0,LEC,0.0,1.0,-297.0,5.0,561.0,125.0,1.0,1.0,0.0,4.0,2.0,1.0
Yone,Sejuani,Ambessa,Kalista,Leona,Kai'Sa,Pantheon,Akali,Neeko,Jax,1,LEC,1.0,0.0,4976.0,4627.0,1895.0,-580.0,1.0,1.0,4.0,2.0,3.0,0.0
Gwen,Nocturne,Annie,Zeri,Lulu,Naafiri,Taliyah,Olaf,Lucian,Nami,0,LTA S,0.0,1.0,-1092.0,-1446.0,-2600.0,-1157.0,0.0,0.0,1.0,4.0,0.0,3.0
Taliyah,Senna,Nautilus,Trundle,Nidalee,Varus,Skarner,Viktor,Alistar,Gnar,1,LEC,1.0,0.0,3849.0,1246.0,1571.0,993.0,0.0,1.0,4.0,2.0,3.0,0.0
Miss Fortune,Xin Zhao,Ahri,Neeko,Ambessa,Vi,Jhin,Ryze,Alistar,Renekton,1,LTA S,1.0,0.0,9152.0,6234.0,2846.0,1458.0,1.0,1.0,1.0,2.0,3.0,0.0
Maokai,Hwei,Miss Fortune,Camille,Gragas,Lucian,Naafiri,Sion,Aurora,Karma,1,LEC,1.0,0.0,1615.0,-435.0,-2980.0,-1867.0,0.0,0.0,3.0,2.0,3.0,0.0
Rumble,Yasuo,Rakan,Azir,Viego,Sion,Varus,Galio,Pantheon,Akali,1,LTA S,1.0,0.0,-951.0,-819.0,-1330.0,-980.0,1.0,1.0,1.0,3.0,3.0,0.0
Ryze,Poppy,Braum,Tristana,Ornn,Wukong,Zoe,Jhin,Pyke,Aatrox,1,LEC,1.0,0.0,750.0,-668.0,-952.0,-670.0,1.0,0.0,3.0,3.0,0.0,3.0
Vi,Azir,Varus,Renekton,Rell,Taliyah,Naafiri,Sion,Jhin,Rakan,1,LTA N,1.0,0.0,1136.0,618.0,536.0,273.0,0.0,1.0,3.0,2.0,1.0,2.0
Xin Zhao,Galio,Ahri,Smolder,Braum,Rumble,Skarner,Corki,Ezreal,Alistar,0,LTA N,0.0,1.0,-8073.0,-4433.0,-2932.0,-383.0,0.0,0.0,1.0,3.0,2.0,1.0
Neeko,Yorick,Nocturne,Zeri,Leona,Maokai,Tristana,Gnar,Senna,Nautilus,0,LTA N,1.0,0.0,433.0,2127.0,-580.0,-450.0,1.0,0.0,3.0,2.0,3.0,0.0
Naafiri,Sion,Varus,Nautilus,Ekko,Jayce,Taliyah,Wukong,Ezreal,Braum,0,LCKC,0.0,1.0,-3705.0,-1916.0,-77.0,230.0,1.0,0.0,0.0,4.0,3.0,0.0
Pantheon,Renekton,Akali,Rakan,Jinx,Azir,Skarner,Nidalee,Xayah,Alistar,0,LCKC,0.0,1.0,2534.0,2568.0,1389.0,-29.0,1.0,1.0,2.0,3.0,2.0,1.0
Ryze,Wukong,Gwen,Xayah,Rell,Ahri,Xin Zhao,Rumble,Rakan,Kai'Sa,1,LCKC,0.0,1.0,51.0,-1100.0,-464.0,-145.0,0.0,0.0,3.0,2.0,0.0,3.0
Azir,Trundle,Jayce,Miss Fortune,Leona,Viktor,Sejuani,Yorick,Jhin,Poppy,1,LCKC,1.0,0.0,-1039.0,-1614.0,-2975.0,-704.0,1.0,1.0,3.0,2.0,1.0,2.0
Pantheon,Ezreal,Alistar,LeBlanc,Jax,Sion,Nidalee,Yone,Caitlyn,Braum,1,LCKC,1.0,0.0,3446.0,5287.0,2859.0,1658.0,1.0,1.0,2.0,1.0,2.0,1.0
Rumble,Xin Zhao,Ahri,Xayah,Rakan,Gwen,Taliyah,Trundle,Kalista,Alistar,1,LCKC,0.0,1.0,4392.0,-82.0,635.0,-619.0,1.0,1.0,1.0,2.0,0.0,3.0
Pantheon,Jayce,Orianna,Ashe,Renata Glasc,Ryze,Wukong,Sion,Kai'Sa,Neeko,1,LCKC,1.0,0.0,3009.0,1351.0,885.0,724.0,0.0,1.0,2.0,2.0,3.0,0.0
Naafiri,Sylas,Renekton,Jhin,Leona,Viktor,Skarner,Nidalee,Lucian,Shen,1,LCKC,1.0,0.0,-206.0,1130.0,-1440.0,-984.0,0.0,1.0,3.0,2.0,2.0,1.0
Pantheon,Smolder,Rell,Ambessa,Ryze,Senna,Nautilus,Wukong,Ahri,Camille,0,LEC,0.0,1.0,-4951.0,-3483.0,-161.0,568.0,0.0,0.0,2.0,3.0,1.0,2.0
Azir,Ezreal,Leona,Ivern,Jayce,Taliyah,Varus,Alistar,Naafiri,Sion,0,LEC,0.0,1.0,-5892.0,-6228.0,-2386.0,7.0,0.0,0.0,2.0,4.0,2.0,1.0
Kai'Sa,Yone,Rumble,Lillia,Renata Glasc,Braum,Xayah,Gwen,Trundle,Annie,1,LEC,0.0,1.0,-1891.0,-1318.0,-503.0,139.0,1.0,1.0,4.0,2.0,3.0,0.0
Maokai,Blitzcrank,Draven,Tristana,Swain,Neeko,Miss Fortune,Sejuani,K'Sante,Viktor,1,LEC,1.0,0.0,5303.0,3100.0,1982.0,532.0,1.0,1.0,4.0,1.0,3.0,0.0
Gwen,Lillia,Corki,Alistar,Lucian,Nidalee,Sejuani,Ryze,Nautilus,Senna,1,LCKC,1.0,0.0,2255.0,1685.0,-1372.0,-1860.0,0.0,0.0,2.0,2.0,1.0,2.0
Taliyah,Naafiri,Jayce,Kai'Sa,Leona,Rumble,Azir,Poppy,Ezreal,Braum,1,LCKC,0.0,1.0,2759.0,720.0,2091.0,1048.0,0.0,0.0,2.0,3.0,2.0,1.0
Ahri,Yorick,Xin Zhao,Ziggs,Pyke,Varus,Viktor,Rell,Cho'Gath,Jax,1,LCKC,1.0,0.0,8141.0,4377.0,3334.0,1865.0,1.0,1.0,3.0,0.0,3.0,0.0
Rumble,Xin Zhao,Ahri,Senna,Alistar,Sejuani,Jayce,Ryze,Lucian,Braum,1,LCKC,0.0,1.0,1216.0,935.0,474.0,884.0,1.0,1.0,4.0,1.0,3.0,0.0
Gwen,Naafiri,Yone,Rell,Varus,Ambessa,Wukong,Aurora,Ezreal,Leona,0,LCKC,1.0,0.0,-1119.0,-1873.0,-1829.0,-681.0,0.0,0.0,1.0,4.0,2.0,1.0
Rumble,Xin Zhao,Ahri,Kai'Sa,Alistar,Azir,Pantheon,Ambessa,Miss Fortune,Gragas,1,LCK,0.0,1.0,-2412.0,-476.0,608.0,719.0,0.0,0.0,4.0,1.0,1.0,2.0
Vi,Orianna,Jax,Ashe,Renata Glasc,Ryze,Yorick,Wukong,Rakan,Jhin,1,LCK,1.0,0.0,6181.0,5649.0,1146.0,-303.0,1.0,1.0,3.0,1.0,3.0,0.0
Varus,Naafiri,Annie,Rell,K'Sante,Lucian,Jayce,Galio,Braum,Kindred,1,LCK,1.0,0.0,2974.0,785.0,2200.0,319.0,1.0,1.0,4.0,1.0,2.0,1.0
Viktor,Miss Fortune,Neeko,Yorick,Pantheon,Xin Zhao,Kalista,Sylas,Leona,Jax,0,LCK,0.0,1.0,829.0,1139.0,3081.0,922.0,1.0,0.0,1.0,3.0,3.0,0.0
Rumble,Senna,Alistar,Galio,Kindred,Naafiri,Ahri,Ornn,Smolder,Poppy,0,LCK,1.0,0.0,-1332.0,-895.0,-1214.0,-258.0,0.0,1.0,0.0,5.0,2.0,1.0
Rumble,Wukong,Akali,Xayah,Alistar,Ahri,Naafiri,Ornn,Rakan,Zeri,1,LCKC,1.0,0.0,1903.0,1434.0,421.0,322.0,1.0,1.0,3.0,2.0,3.0,0.0
Rumble,Naafiri,Azir,Senna,Poppy,Ahri,Galio,Kindred,Ezreal,Neeko,1,LCKC,1.0,0.0,1999.0,2696.0,2825.0,2666.0,1.0,1.0,3.0,2.0,2.0,1.0
Ryze,Jayce,Sejuani,Senna,Nautilus,Corki,Nidalee,Yorick,Leona,Smolder,1,LCKC,0.0,1.0,-155.0,140.0,-1136.0,113.0,0.0,1.0,4.0,1.0,0.0,3.0
Pantheon,Orianna,Sion,Xayah,Nautilus,Ryze,Xin Zhao,Camille,Rakan,Kai'Sa,1,LCKC,1.0,0.0,4183.0,-303.0,2214.0,873.0,0.0,0.0,3.0,1.0,3.0,0.0
Azir,Sion,Viego,Senna,Nautilus,Pantheon,Ryze,Ambessa,Ezreal,Leona,0,LCKC,0.0,1.0,-940.0,912.0,-1279.0,49.0,0.0,0.0,1.0,4.0,3.0,0.0
Rumble,Xin Zhao,Ahri,Xayah,Rakan,Taliyah,Varus,Viego,Alistar,Ornn,0,LCKC,1.0,0.0,-1288.0,-1815.0,-1104.0,-437.0,0.0,0.0,2.0,4.0,2.0,1.0
Varus,Wukong,Taliyah,Renekton,Elise,Jayce,Lucian,Lillia,Yorick,Leona,1,LCKC,1.0,0.0,4092.0,4614.0,1492.0,1017.0,1.0,1.0,3.0,1.0,3.0,0.0
Taliyah,Wukong,Sion,Neeko,Kai'Sa,Azir,Xin Zhao,Yorick,Kalista,Renata Glasc,1,LCK,1.0,0.0,3154.0,-124.0,-1193.0,-168.0,1.0,0.0,3.0,2.0,3.0,0.0
Viktor,Rumble,Varus,Rell,Zed,Trundle,Jayce,Sylas,Ezreal,Leona,1,LCK,0.0,1.0,-558.0,-1949.0,-495.0,-265.0,1.0,1.0,4.0,3.0,1.0,2.0
Ahri,Nocturne,Senna,Ambessa,Nautilus,Gwen,Poppy,Draven,Corki,Sejuani,1,LCK,1.0,0.0,-1150.0,-145.0,-1908.0,-1860.0,0.0,0.0,2.0,3.0,1.0,2.0
Nidalee,Ornn,Yone,Xayah,Rakan,Xin Zhao,Rumble,Ahri,Jhin,Rell,0,LCK,0.0,1.0,-12463.0,-4379.0,62.0,598.0,0.0,0.0,0.0,4.0,0.0,3.0
Ryze,Trundle,Sion,Neeko,Ezreal,Jayce,Sejuani,Corki,Kai'Sa,Nautilus,1,LCK,1.0,0.0,-1260.0,2862.0,1222.0,1401.0,1.0,0.0,4.0,1.0,2.0,1.0
Viktor,Skarner,Alistar,Renekton,Lucian,Yorick,Wukong,Sylas,Varus,Renata Glasc,1,LCK,0.0,1.0,-1478.0,-1659.0,-296.0,-818.0,1.0,0.0,3.0,3.0,2.0,1.0
Gwen,Skarner,Azir,Lucian,Alistar,Wukong,Ahri,Rumble,Miss Fortune,Rakan,0,LCKC,1.0,0.0,-201.0,206.0,-368.0,-307.0,1.0,1.0,2.0,5.0,3.0,0.0
Vi,Ambessa,Taliyah,Senna,Nautilus,Wukong,Gwen,Ahri,Alistar,Xayah,1,LCKC,1.0,0.0,4611.0,3610.0,1072.0,585.0,1.0,1.0,4.0,2.0,1.0,2.0
Rumble,Orianna,Trundle,Jhin,Rell,Xin Zhao,Ryze,Galio,Miss Fortune,Rakan,0,LCKC,0.0,1.0,-11044.0,-8495.0,-3412.0,-2838.0,0.0,0.0,1.0,3.0,0.0,3.0
Ryze,Naafiri,Sion,Kai'Sa,Rell,Tristana,Ivern,Ornn,Leona,Xayah,1,LCKC,1.0,0.0,10381.0,4196.0,1707.0,1696.0,1.0,1.0,4.0,0.0,3.0,0.0
Ambessa,Nocturne,Aurora,Ziggs,Shen,Varus,Xin Zhao,Aatrox,Sylas,Nautilus,1,LCKC,1.0,0.0,1324.0,546.0,-718.0,108.0,0.0,0.0,2.0,3.0,2.0,1.0
Rumble,Sejuani,Yone,Xayah,Rakan,Ornn,Pantheon,Akali,Alistar,Jhin,1,LCK,1.0,0.0,5507.0,1990.0,-239.0,-76.0,1.0,1.0,2.0,1.0,0.0,3.0
Gwen,Skarner,Viktor,Lucian,Braum,Jayce,Poppy,Ryze,Nautilus,Varus,0,LCK,0.0,1.0,-2557.0,-196.0,-216.0,-1776.0,0.0,1.0,1.0,3.0,3.0,0.0
Rumble,Sejuani,Yone,Senna,Alistar,Pantheon,Azir,Ambessa,Miss Fortune,Rell,1,LCP,1.0,0.0,1229.0,-410.0,1117.0,-346.0,0.0,1.0,3.0,1.0,2.0,1.0
Gwen,Sejuani,Yone,Senna,Braum,Azir,Poppy,Ambessa,Lucian,Rell,1,LCK,0.0,1.0,-2344.0,-62.0,-152.0,588.0,1.0,1.0,3.0,3.0,3.0,0.0
Yorick,Naafiri,Ahri,Jhin,Leona,Skarner,Taliyah,Renekton,Nautilus,Xayah,0,LCP,0.0,1.0,955.0,2514.0,3080.0,2416.0,0.0,0.0,2.0,3.0,3.0,0.0
Taliyah,Trundle,Sion,Kai'Sa,Nautilus,Wukong,Yorick,Ahri,Leona,Miss Fortune,1,LCK,1.0,0.0,2733.0,1053.0,559.0,-347.0,1.0,1.0,2.0,3.0,1.0,2.0
Pantheon,Taliyah,Nautilus,Kai'Sa,Aatrox,Sion,Neeko,Viktor,Wukong,Ashe,1,LCP,1.0,0.0,1194.0,88.0,-2601.0,-1335.0,1.0,0.0,4.0,3.0,1.0,2.0
Jayce,Skarner,Ryze,Varus,Renata Glasc,Alistar,Xin Zhao,K'Sante,Hwei,Zeri,1,LCK,1.0,0.0,8200.0,3842.0,2753.0,824.0,1.0,1.0,4.0,0.0,2.0,1.0
Vi,Ryze,Ambessa,Jhin,Zilean,Ahri,Yorick,Xin Zhao,Miss Fortune,Rell,1,LCP,0.0,1.0,2615.0,2477.0,1600.0,627.0,1.0,1.0,3.0,4.0,3.0,0.0
Varus,Rakan,Jayce,Akali,Naafiri,Ezreal,Sejuani,K'Sante,Annie,Malzahar,1,LCP,1.0,0.0,4248.0,1223.0,504.0,362.0,0.0,1.0,2.0,3.0,2.0,1.0
Gwen,Taliyah,Xin Zhao,Jhin,Leona,Azir,Trundle,Gnar,Varus,Rell,1,LCK,1.0,0.0,6106.0,4566.0,2827.0,-252.0,1.0,1.0,5.0,0.0,3.0,0.0
Sion,Viktor,Poppy,Zeri,Nautilus,Ornn,Ahri,Wukong,Senna,Rakan,0,LCK,0.0,1.0,-629.0,-1634.0,-1712.0,894.0,0.0,1.0,2.0,3.0,1.0,2.0
Rumble,Sejuani,Yone,Poppy,Varus,Nidalee,K'Sante,Sett,Rell,Ezreal,0,LCK,0.0,1.0,-2425.0,-1677.0,947.0,850.0,0.0,0.0,2.0,3.0,1.0,2.0
Taliyah,Jax,Nocturne,Nautilus,Lucian,Gwen,Wukong,Ahri,Neeko,Kai'Sa,0,LCK,0.0,1.0,-7697.0,-4969.0,-742.0,440.0,0.0,0.0,1.0,3.0,1.0,2.0
Vi,Sion,Viktor,Smolder,Alistar,Ahri,Senna,Ambessa,Wukong,Rakan,1,LCP,0.0,1.0,1394.0,2679.0,398.0,371.0,1.0,0.0,3.0,1.0,0.0,3.0
Taliyah,Nocturne,Renekton,Varus,Nautilus,Yorick,Xin Zhao,Akali,Kai'Sa,Rell,1,LCP,1.0,0.0,6217.0,2617.0,-69.0,13.0,1.0,1.0,3.0,2.0,3.0,0.0
Kalista,Skarner,Leona,Gragas,Vladimir,Renata Glasc,Aurora,Ashe,Zed,K'Sante,1,LCP,1.0,0.0,6662.0,6220.0,187.0,-515.0,1.0,1.0,3.0,1.0,2.0,1.0
Pantheon,Ahri,Renekton,Xayah,Rakan,Yorick,Skarner,Sylas,Senna,Alistar,0,LCP,0.0,1.0,2043.0,4004.0,3700.0,1569.0,1.0,1.0,2.0,2.0,3.0,0.0
Rumble,Maokai,Corki,Lucian,Nami,Gwen,Wukong,Ryze,Kalista,Neeko,1,LCP,1.0,0.0,6527.0,3402.0,947.0,354.0,1.0,0.0,3.0,1.0,0.0,3.0
Taliyah,Gwen,Skarner,Kalista,Renata Glasc,Senna,Pantheon,Ahri,Vladimir,Alistar,1,LEC,1.0,0.0,1867.0,2753.0,1032.0,1808.0,1.0,1.0,4.0,0.0,3.0,0.0
Varus,Nocturne,Orianna,Jax,Gragas,Jhin,Xin Zhao,Aurelion Sol,Rell,Cho'Gath,0,LEC,0.0,1.0,1358.0,1386.0,2117.0,625.0,1.0,1.0,0.0,4.0,3.0,0.0
Azir,Skarner,Gwen,Nautilus,Tristana,Taliyah,Xin Zhao,Ambessa,Senna,Alistar,0,LTA S,0.0,1.0,-3335.0,-2335.0,-1908.0,-506.0,0.0,0.0,1.0,4.0,3.0,0.0
Rumble,Corki,Sejuani,Yorick,Viktor,Ornn,Lucian,Maokai,Milio,Sylas,1,LEC,0.0,1.0,1806.0,1294.0,1206.0,340.0,1.0,0.0,3.0,2.0,3.0,0.0
Rumble,Nocturne,Orianna,Ezreal,Braum,Jayce,Viktor,Wukong,Rell,Kai'Sa,1,LTA S,1.0,0.0,970.0,2800.0,3086.0,2443.0,1.0,1.0,2.0,2.0,3.0,0.0
Vi,Zeri,Lulu,Aurora,Sion,Lucian,Nami,Poppy,Renekton,Hwei,1,LTA S,1.0,0.0,-1305.0,-839.0,-1057.0,-58.0,0.0,0.0,4.0,3.0,0.0,3.0
Ryze,Xayah,Rakan,Sion,Wukong,Miss Fortune,Gnar,Nautilus,Nidalee,Syndra,1,LEC,1.0,0.0,5759.0,3716.0,-481.0,1739.0,1.0,1.0,4.0,0.0,3.0,0.0
Varus,Leona,Annie,Trundle,Aatrox,Neeko,Kalista,Ahri,Lee Sin,Ornn,0,LTA S,0.0,1.0,-5570.0,-3081.0,-1256.0,-604.0,1.0,1.0,2.0,2.0,2.0,1.0
Taliyah,Xin Zhao,Ornn,Kalista,Renata Glasc,Varus,Rumble,Azir,Skarner,Gwen,1,LTA N,1.0,0.0,2599.0,2166.0,671.0,985.0,1.0,1.0,4.0,0.0,3.0,0.0
Neeko,Maokai,Jayce,Sivir,Aatrox,Pantheon,Kai'Sa,Sion,Rakan,Viktor,1,LTA N,0.0,1.0,-962.0,-1094.0,275.0,816.0,0.0,0.0,5.0,2.0,3.0,0.0
Vi,Ziggs,Renekton,Senna,Nautilus,Ezreal,Ahri,K'Sante,Viego,Leona,1,LTA N,1.0,0.0,8087.0,6472.0,396.0,872.0,1.0,1.0,1.0,3.0,1.0,2.0
Lucian,Milio,Gnar,Corki,Lillia,Sejuani,Aphelios,Lulu,Sylas,Tristana,0,LTA N,0.0,1.0,-2152.0,-3781.0,-1207.0,-214.0,0.0,0.0,2.0,2.0,0.0,3.0
Azir,Sion,Trundle,Lucian,Braum,Xin Zhao,Varus,Ahri,Ambessa,Renata Glasc,1,LCK,1.0,0.0,3973.0,3932.0,880.0,-617.0,1.0,1.0,2.0,2.0,0.0,3.0
Wukong,Rumble,Alistar,Kai'Sa,Galio,Gwen,Pantheon,Viktor,Shen,Xayah,0,LCK,0.0,1.0,-11406.0,-4769.0,-2004.0,-65.0,0.0,0.0,1.0,3.0,1.0,2.0
Taliyah,Xin Zhao,Ornn,Kalista,Renata Glasc,Rumble,Wukong,Sylas,Nautilus,Senna,1,LCK,1.0,0.0,843.0,994.0,830.0,844.0,1.0,1.0,4.0,0.0,2.0,1.0
Azir,Sejuani,Jayce,Miss Fortune,Morgana,Ahri,Yorick,Trundle,Rakan,Kai'Sa,1,LCK,1.0,0.0,2068.0,-1652.0,-114.0,97.0,0.0,0.0,1.0,2.0,3.0,0.0
Azir,Vi,Ornn,Jhin,Alistar,Rumble,Skarner,Corki,Lucian,Braum,0,LCP,0.0,1.0,1027.0,714.0,1065.0,805.0,1.0,1.0,4.0,2.0,0.0,3.0
Pantheon,Braum,Lucian,Gnar,Annie,Nidalee,Corki,Alistar,Renekton,Nilah,1,LCK,1.0,0.0,3195.0,1834.0,181.0,-477.0,1.0,1.0,2.0,1.0,0.0,3.0
Taliyah,Kalista,Renata Glasc,Poppy,Jax,Gwen,Wukong,Orianna,Neeko,Kai'Sa,0,LCP,0.0,1.0,-8102.0,-382.0,-1301.0,565.0,1.0,1.0,1.0,2.0,2.0,1.0
Jayce,Smolder,Leona,Aurelion Sol,Jarvan IV,Senna,Nautilus,Yorick,Ryze,Lee Sin,1,LCP,0.0,1.0,-1374.0,-6215.0,-3935.0,-1673.0,0.0,0.0,2.0,3.0,0.0,3.0
Pantheon,Ambessa,Sylas,Zeri,Gragas,Ezreal,Rell,Shen,Lillia,Camille,0,LCP,1.0,0.0,-6897.0,-4530.0,-2472.0,-1464.0,0.0,0.0,0.0,4.0,3.0,0.0
Maokai,Tristana,Kennen,Ashe,Seraphine,Viktor,Kindred,K'Sante,Caitlyn,Bard,0,LCP,0.0,1.0,-1022.0,-1078.0,1357.0,256.0,0.0,1.0,2.0,3.0,2.0,1.0
Varus,Jayce,Wukong,Alistar,Ryze,Rumble,Naafiri,Jhin,Rakan,Orianna,1,LEC,1.0,0.0,11955.0,5145.0,1283.0,1138.0,1.0,1.0,2.0,2.0,1.0,2.0
Taliyah,Varus,Nautilus,Sion,Pantheon,Lucian,Sejuani,Nami,Sylas,Olaf,0,LTA S,0.0,1.0,-4650.0,-3161.0,-1658.0,-1054.0,0.0,1.0,0.0,4.0,2.0,1.0
Vi,Jax,Ahri,Miss Fortune,Neeko,Gwen,Azir,Poppy,Ezreal,Rell,1,LEC,1.0,0.0,956.0,-1274.0,-1605.0,-1250.0,0.0,0.0,4.0,3.0,3.0,0.0
Azir,Trundle,Ambessa,Smolder,Braum,Xin Zhao,Rell,Renekton,Senna,Ziggs,1,LTA S,1.0,0.0,-8773.0,-5661.0,-3388.0,-2090.0,0.0,0.0,2.0,2.0,0.0,3.0
Senna,Xin Zhao,Braum,Hwei,Ambessa,Nautilus,Tristana,Ziggs,Lillia,Renekton,1,LEC,1.0,0.0,1004.0,-384.0,-302.0,-222.0,1.0,1.0,4.0,0.0,0.0,3.0
Yone,Lillia,Miss Fortune,Rakan,K'Sante,Annie,Naafiri,Ezreal,Leona,Gnar,1,LTA S,1.0,0.0,-3637.0,-2089.0,-790.0,202.0,0.0,0.0,3.0,2.0,1.0,2.0
Sejuani,Gnar,Sylas,Ashe,Seraphine,Leona,Corki,Ivern,Xayah,Sion,0,LEC,0.0,1.0,-10494.0,-6189.0,-2408.0,-166.0,0.0,0.0,1.0,3.0,3.0,0.0
Rumble,Maokai,Tristana,Jhin,Gragas,Ahri,Wukong,Alistar,Ashe,Nidalee,1,LTA S,1.0,0.0,6840.0,2462.0,4147.0,2029.0,1.0,1.0,2.0,1.0,3.0,0.0
Taliyah,Naafiri,Gwen,Jhin,Leona,Senna,Nautilus,Xin Zhao,Gnar,Ryze,0,LTA N,0.0,1.0,1706.0,2456.0,429.0,-731.0,1.0,0.0,2.0,5.0,0.0,3.0
Azir,Sejuani,Renekton,Xayah,Rakan,Lucian,Annie,Trundle,Yorick,Milio,0,LTA N,0.0,1.0,-5962.0,-1517.0,250.0,225.0,0.0,0.0,0.0,4.0,0.0,3.0
Varus,Dr. Mundo,Ornn,Neeko,Viktor,Jayce,Maokai,Riven,Alistar,Smolder,1,LTA N,1.0,0.0,7771.0,5848.0,2869.0,1769.0,1.0,1.0,2.0,2.0,3.0,0.0
Jayce,Draven,Wukong,Nautilus,Hwei,Kalista,Pantheon,Sion,Viktor,Rell,1,LEC,1.0,0.0,4842.0,1207.0,302.0,-499.0,1.0,1.0,4.0,1.0,3.0,0.0
Rumble,Skarner,Ryze,Xayah,Rakan,Lucian,Xin Zhao,Nami,Galio,Zoe,0,LEC,1.0,0.0,-2991.0,-2562.0,-1881.0,105.0,0.0,0.0,0.0,4.0,1.0,2.0
Yone,Neeko,Ezreal,Ornn,Naafiri,Azir,Miss Fortune,Maokai,Karma,Renekton,0,LEC,0.0,1.0,-3276.0,-70.0,-403.0,515.0,1.0,1.0,0.0,4.0,1.0,2.0
Taliyah,Poppy,Ambessa,Kai'Sa,Neeko,Sion,Wukong,Ryze,Ezreal,Alistar,1,LCK,1.0,0.0,4905.0,1753.0,1521.0,1122.0,1.0,1.0,4.0,2.0,2.0,1.0
Rumble,Trundle,Azir,Varus,Leona,Ornn,Naafiri,Ahri,Jhin,Rell,1,LCK,1.0,0.0,3691.0,2400.0,1592.0,980.0,1.0,1.0,4.0,1.0,3.0,0.0
Gwen,Senna,Nautilus,Nocturne,Annie,Viktor,Jayce,Caitlyn,Jarvan IV,Tahm Kench,0,LCK,0.0,1.0,-2865.0,199.0,-288.0,-445.0,1.0,1.0,2.0,3.0,0.0,3.0
Rumble,Senna,Nautilus,Maokai,Tristana,Taliyah,Vi,Ambessa,Kalista,Renata Glasc,1,LCP,0.0,1.0,-3772.0,-2150.0,-1461.0,-94.0,0.0,1.0,3.0,3.0,0.0,3.0
Nocturne,Ahri,Kai'Sa,Neeko,Shen,Xayah,Rakan,Sion,Xin Zhao,Sylas,0,LCP,0.0,1.0,-5042.0,-667.0,-126.0,-502.0,0.0,0.0,1.0,3.0,2.0,1.0
Azir,Skarner,Renekton,Jhin,Rell,Annie,Viego,K'Sante,Miss Fortune,Alistar,0,LCP,0.0,1.0,1241.0,1882.0,612.0,383.0,0.0,0.0,0.0,4.0,0.0,3.0
Pantheon,Aurora,Aatrox,Varus,Tahm Kench,Corki,Naafiri,Leona,Galio,Jax,1,LCP,0.0,1.0,1936.0,1127.0,2952.0,563.0,1.0,1.0,3.0,1.0,3.0,0.0
Rumble,Jarvan IV,Ryze,Varus,Braum,Gwen,Trundle,Galio,Lucian,Milio,1,LCK,1.0,0.0,-194.0,-666.0,393.0,915.0,0.0,0.0,3.0,2.0,3.0,0.0
Azir,Kalista,Renata Glasc,Sejuani,Jax,Ahri,Pantheon,Yorick,Rakan,Xayah,0,LCK,0.0,1.0,-3247.0,-3759.0,-2492.0,-98.0,0.0,0.0,1.0,3.0,3.0,0.0
Viktor,Smolder,Nautilus,Ornn,Kindred,Senna,Xin Zhao,Sion,Alistar,Cassiopeia,0,LCK,0.0,1.0,-5515.0,-1533.0,615.0,-506.0,1.0,0.0,0.0,4.0,0.0,3.0
Azir,Sejuani,Yorick,Jhin,Alistar,Taliyah,Pantheon,Renekton,Senna,Rakan,1,LCP,1.0,0.0,5011.0,2806.0,1094.0,492.0,1.0,0.0,2.0,3.0,3.0,0.0
Rumble,Xin Zhao,Varus,Braum,Sylas,Gwen,Maokai,Corki,Rell,Miss Fortune,1,LCP,0.0,1.0,1697.0,-263.0,527.0,349.0,0.0,1.0,3.0,4.0,3.0,0.0
Neeko,Xayah,Poppy,Aatrox,Hwei,Kai'Sa,Wukong,Nautilus,Orianna,Gnar,0,LCP,0.0,1.0,-2697.0,-2106.0,259.0,194.0,0.0,0.0,2.0,2.0,3.0,0.0
Leona,Ezreal,Lillia,K'Sante,Smolder,Sion,Caitlyn,Bard,Tristana,Zyra,0,LCP,0.0,1.0,-1651.0,-2162.0,-142.0,-896.0,0.0,1.0,1.0,6.0,3.0,0.0
Senna,Ahri,Gwen,Wukong,Rell,Pantheon,Kalista,Ryze,Akali,Rakan,0,LEC,0.0,1.0,-3491.0,-2311.0,319.0,468.0,0.0,0.0,0.0,5.0,1.0,2.0
Yone,Kai'Sa,Neeko,Naafiri,Nautilus,Azir,Lucian,Nami,Skarner,Nidalee,1,LEC,1.0,0.0,391.0,-155.0,1617.0,581.0,0.0,1.0,3.0,3.0,3.0,0.0
Vi,Sion,Azir,Xayah,Rakan,Taliyah,Xin Zhao,Ambessa,Varus,Neeko,1,LTA S,1.0,0.0,6948.0,5282.0,1735.0,-62.0,1.0,1.0,2.0,3.0,0.0,3.0
Rumble,Jhin,Nocturne,Viktor,Gragas,Varus,Xin Zhao,Alistar,Tristana,Kassadin,0,LEC,0.0,1.0,-453.0,-1054.0,-1929.0,-2310.0,1.0,1.0,2.0,2.0,0.0,3.0
