pick1,pick2,pick3,pick4,pick5,result,league,atakhans,opp_atakhans,golddiffat25,golddiffat20,golddiffat15,golddiffat10,firstmidtower,firstherald,dragons,opp_dragons,void_grubs,opp_void_grubs
Ahri,Yorick,Xin Zhao,Ziggs,Pyke,1,LCKC,1.0,0.0,8141.0,4377.0,3334.0,1865.0,1.0,1.0,3.0,0.0,3.0,0.0
Varus,Viktor,Rell,Cho'Gath,Jax,0,LCKC,0.0,1.0,-8141.0,-4377.0,-3334.0,-1865.0,0.0,0.0,0.0,3.0,0.0,3.0
Rumble,Xin Zhao,Ahri,Senna,Alistar,1,LCKC,0.0,1.0,1216.0,935.0,474.0,884.0,1.0,1.0,4.0,1.0,3.0,0.0
Sejuani,Jayce,Ryze,Lucian,Braum,0,LCKC,1.0,0.0,-1216.0,-935.0,-474.0,-884.0,0.0,0.0,1.0,4.0,0.0,3.0
Gwen,Naafiri,Yone,Rell,Varus,0,LCKC,1.0,0.0,-1119.0,-1873.0,-1829.0,-681.0,0.0,0.0,1.0,4.0,2.0,1.0
Ambessa,Wukong,Aurora,Ezreal,Leona,1,LCKC,0.0,1.0,1119.0,1873.0,1829.0,681.0,1.0,1.0,4.0,1.0,1.0,2.0
Rumble,Xin Zhao,Ahri,Kai'Sa,Alistar,1,LCK,0.0,1.0,-2412.0,-476.0,608.0,719.0,0.0,0.0,4.0,1.0,1.0,2.0
Azir,Pantheon,Ambessa,Miss Fortune,Gragas,0,LCK,1.0,0.0,2412.0,476.0,-608.0,-719.0,1.0,1.0,1.0,4.0,2.0,1.0
Vi,Orianna,Jax,Ashe,Renata Glasc,1,LCK,1.0,0.0,6181.0,5649.0,1146.0,-303.0,1.0,1.0,3.0,1.0,3.0,0.0
Ryze,Yorick,Wukong,Rakan,Jhin,0,LCK,0.0,1.0,-6181.0,-5649.0,-1146.0,303.0,0.0,0.0,1.0,3.0,0.0,3.0
Varus,Naafiri,Annie,Rell,K'Sante,1,LCK,1.0,0.0,2974.0,785.0,2200.0,319.0,1.0,1.0,4.0,1.0,2.0,1.0
Lucian,Jayce,Galio,Braum,Kindred,0,LCK,0.0,1.0,-2974.0,-785.0,-2200.0,-319.0,0.0,0.0,1.0,4.0,1.0,2.0
Viktor,Miss Fortune,Neeko,Yorick,Pantheon,0,LCK,0.0,1.0,829.0,1139.0,3081.0,922.0,1.0,0.0,1.0,3.0,3.0,0.0
Xin Zhao,Kalista,Sylas,Leona,Jax,1,LCK,1.0,0.0,-829.0,-1139.0,-3081.0,-922.0,0.0,1.0,3.0,1.0,0.0,3.0
Rumble,Senna,Alistar,Galio,Kindred,0,LCK,1.0,0.0,-1332.0,-895.0,-1214.0,-258.0,0.0,1.0,0.0,5.0,2.0,1.0
Naafiri,Ahri,Ornn,Smolder,Poppy,1,LCK,0.0,1.0,1332.0,895.0,1214.0,258.0,1.0,0.0,5.0,0.0,1.0,2.0
Rumble,Wukong,Akali,Xayah,Alistar,1,LCKC,1.0,0.0,1903.0,1434.0,421.0,322.0,1.0,1.0,3.0,2.0,3.0,0.0
Ahri,Naafiri,Ornn,Rakan,Zeri,0,LCKC,0.0,1.0,-1903.0,-1434.0,-421.0,-322.0,0.0,0.0,2.0,3.0,0.0,3.0
Rumble,Naafiri,Azir,Senna,Poppy,1,LCKC,1.0,0.0,1999.0,2696.0,2825.0,2666.0,1.0,1.0,3.0,2.0,2.0,1.0
Ahri,Galio,Kindred,Ezreal,Neeko,0,LCKC,0.0,1.0,-1999.0,-2696.0,-2825.0,-2666.0,0.0,0.0,2.0,3.0,1.0,2.0
Ryze,Jayce,Sejuani,Senna,Nautilus,1,LCKC,0.0,1.0,-155.0,140.0,-1136.0,113.0,0.0,1.0,4.0,1.0,0.0,3.0
Corki,Nidalee,Yorick,Leona,Smolder,0,LCKC,1.0,0.0,155.0,-140.0,1136.0,-113.0,1.0,0.0,1.0,4.0,3.0,0.0
Pantheon,Orianna,Sion,Xayah,Nautilus,1,LCKC,1.0,0.0,4183.0,-303.0,2214.0,873.0,0.0,0.0,3.0,1.0,3.0,0.0
Ryze,Xin Zhao,Camille,Rakan,Kai'Sa,0,LCKC,0.0,1.0,-4183.0,303.0,-2214.0,-873.0,1.0,1.0,1.0,3.0,0.0,3.0
Azir,Sion,Viego,Senna,Nautilus,0,LCKC,0.0,1.0,-940.0,912.0,-1279.0,49.0,0.0,0.0,1.0,4.0,3.0,0.0
Pantheon,Ryze,Ambessa,Ezreal,Leona,1,LCKC,1.0,0.0,940.0,-912.0,1279.0,-49.0,1.0,1.0,4.0,1.0,0.0,3.0
Rumble,Xin Zhao,Ahri,Xayah,Rakan,0,LCKC,1.0,0.0,-1288.0,-1815.0,-1104.0,-437.0,0.0,0.0,2.0,4.0,2.0,1.0
Taliyah,Varus,Viego,Alistar,Ornn,1,LCKC,0.0,1.0,1288.0,1815.0,1104.0,437.0,1.0,1.0,4.0,2.0,1.0,2.0
Varus,Wukong,Taliyah,Renekton,Elise,1,LCKC,1.0,0.0,4092.0,4614.0,1492.0,1017.0,1.0,1.0,3.0,1.0,3.0,0.0
Jayce,Lucian,Lillia,Yorick,Leona,0,LCKC,0.0,1.0,-4092.0,-4614.0,-1492.0,-1017.0,0.0,0.0,1.0,3.0,0.0,3.0
Taliyah,Wukong,Sion,Neeko,Kai'Sa,1,LCK,1.0,0.0,3154.0,-124.0,-1193.0,-168.0,1.0,0.0,3.0,2.0,3.0,0.0
Azir,Xin Zhao,Yorick,Kalista,Renata Glasc,0,LCK,0.0,1.0,-3154.0,124.0,1193.0,168.0,0.0,1.0,2.0,3.0,0.0,3.0
Viktor,Rumble,Varus,Rell,Zed,1,LCK,0.0,1.0,-558.0,-1949.0,-495.0,-265.0,1.0,1.0,4.0,3.0,1.0,2.0
Trundle,Jayce,Sylas,Ezreal,Leona,0,LCK,1.0,0.0,558.0,1949.0,495.0,265.0,0.0,0.0,3.0,4.0,2.0,1.0
Ahri,Nocturne,Senna,Ambessa,Nautilus,1,LCK,1.0,0.0,-1150.0,-145.0,-1908.0,-1860.0,0.0,0.0,2.0,3.0,1.0,2.0
Gwen,Poppy,Draven,Corki,Sejuani,0,LCK,0.0,1.0,1150.0,145.0,1908.0,1860.0,1.0,1.0,3.0,2.0,2.0,1.0
Nidalee,Ornn,Yone,Xayah,Rakan,0,LCK,0.0,1.0,-12463.0,-4379.0,62.0,598.0,0.0,0.0,0.0,4.0,0.0,3.0
Xin Zhao,Rumble,Ahri,Jhin,Rell,1,LCK,1.0,0.0,12463.0,4379.0,-62.0,-598.0,1.0,1.0,4.0,0.0,3.0,0.0
Ryze,Trundle,Sion,Neeko,Ezreal,1,LCK,1.0,0.0,-1260.0,2862.0,1222.0,1401.0,1.0,0.0,4.0,1.0,2.0,1.0
Jayce,Sejuani,Corki,Kai'Sa,Nautilus,0,LCK,0.0,1.0,1260.0,-2862.0,-1222.0,-1401.0,0.0,1.0,1.0,4.0,1.0,2.0
Viktor,Skarner,Alistar,Renekton,Lucian,1,LCK,0.0,1.0,-1478.0,-1659.0,-296.0,-818.0,1.0,0.0,3.0,3.0,2.0,1.0
Yorick,Wukong,Sylas,Varus,Renata Glasc,0,LCK,1.0,0.0,1478.0,1659.0,296.0,818.0,0.0,1.0,3.0,3.0,1.0,2.0
Gwen,Skarner,Azir,Lucian,Alistar,0,LCKC,1.0,0.0,-201.0,206.0,-368.0,-307.0,1.0,1.0,2.0,5.0,3.0,0.0
Wukong,Ahri,Rumble,Miss Fortune,Rakan,1,LCKC,0.0,1.0,201.0,-206.0,368.0,307.0,0.0,0.0,5.0,2.0,0.0,3.0
Vi,Ambessa,Taliyah,Senna,Nautilus,1,LCKC,1.0,0.0,4611.0,3610.0,1072.0,585.0,1.0,1.0,4.0,2.0,1.0,2.0
Wukong,Gwen,Ahri,Alistar,Xayah,0,LCKC,0.0,1.0,-4611.0,-3610.0,-1072.0,-585.0,0.0,0.0,2.0,4.0,2.0,1.0
Rumble,Orianna,Trundle,Jhin,Rell,0,LCKC,0.0,1.0,-11044.0,-8495.0,-3412.0,-2838.0,0.0,0.0,1.0,3.0,0.0,3.0
Xin Zhao,Ryze,Galio,Miss Fortune,Rakan,1,LCKC,1.0,0.0,11044.0,8495.0,3412.0,2838.0,1.0,1.0,3.0,1.0,3.0,0.0
Ryze,Naafiri,Sion,Kai'Sa,Rell,1,LCKC,1.0,0.0,10381.0,4196.0,1707.0,1696.0,1.0,1.0,4.0,0.0,3.0,0.0
Tristana,Ivern,Ornn,Leona,Xayah,0,LCKC,0.0,1.0,-10381.0,-4196.0,-1707.0,-1696.0,0.0,0.0,0.0,4.0,0.0,3.0
Ambessa,Nocturne,Aurora,Ziggs,Shen,1,LCKC,1.0,0.0,1324.0,546.0,-718.0,108.0,0.0,0.0,2.0,3.0,2.0,1.0
Varus,Xin Zhao,Aatrox,Sylas,Nautilus,0,LCKC,0.0,1.0,-1324.0,-546.0,718.0,-108.0,1.0,1.0,3.0,2.0,1.0,2.0
Rumble,Sejuani,Yone,Xayah,Rakan,1,LCK,1.0,0.0,5507.0,1990.0,-239.0,-76.0,1.0,1.0,2.0,1.0,0.0,3.0
Ornn,Pantheon,Akali,Alistar,Jhin,0,LCK,0.0,1.0,-5507.0,-1990.0,239.0,76.0,0.0,0.0,1.0,2.0,3.0,0.0
Gwen,Skarner,Viktor,Lucian,Braum,0,LCK,0.0,1.0,-2557.0,-196.0,-216.0,-1776.0,0.0,1.0,1.0,3.0,3.0,0.0
Jayce,Poppy,Ryze,Nautilus,Varus,1,LCK,1.0,0.0,2557.0,196.0,216.0,1776.0,1.0,0.0,3.0,1.0,0.0,3.0
Rumble,Sejuani,Yone,Senna,Alistar,1,LCP,1.0,0.0,1229.0,-410.0,1117.0,-346.0,0.0,1.0,3.0,1.0,2.0,1.0
Pantheon,Azir,Ambessa,Miss Fortune,Rell,0,LCP,0.0,1.0,-1229.0,410.0,-1117.0,346.0,1.0,0.0,1.0,3.0,1.0,2.0
Gwen,Sejuani,Yone,Senna,Braum,1,LCK,0.0,1.0,-2344.0,-62.0,-152.0,588.0,1.0,1.0,3.0,3.0,3.0,0.0
Azir,Poppy,Ambessa,Lucian,Rell,0,LCK,1.0,0.0,2344.0,62.0,152.0,-588.0,0.0,0.0,3.0,3.0,0.0,3.0
Yorick,Naafiri,Ahri,Jhin,Leona,0,LCP,0.0,1.0,955.0,2514.0,3080.0,2416.0,0.0,0.0,2.0,3.0,3.0,0.0
Skarner,Taliyah,Renekton,Nautilus,Xayah,1,LCP,1.0,0.0,-955.0,-2514.0,-3080.0,-2416.0,1.0,1.0,3.0,2.0,0.0,3.0
Taliyah,Trundle,Sion,Kai'Sa,Nautilus,1,LCK,1.0,0.0,2733.0,1053.0,559.0,-347.0,1.0,1.0,2.0,3.0,1.0,2.0
Wukong,Yorick,Ahri,Leona,Miss Fortune,0,LCK,0.0,1.0,-2733.0,-1053.0,-559.0,347.0,0.0,0.0,3.0,2.0,2.0,1.0
Pantheon,Taliyah,Nautilus,Kai'Sa,Aatrox,1,LCP,1.0,0.0,1194.0,88.0,-2601.0,-1335.0,1.0,0.0,4.0,3.0,1.0,2.0
Sion,Neeko,Viktor,Wukong,Ashe,0,LCP,0.0,1.0,-1194.0,-88.0,2601.0,1335.0,0.0,1.0,3.0,4.0,2.0,1.0
Jayce,Skarner,Ryze,Varus,Renata Glasc,1,LCK,1.0,0.0,8200.0,3842.0,2753.0,824.0,1.0,1.0,4.0,0.0,2.0,1.0
Alistar,Xin Zhao,K'Sante,Hwei,Zeri,0,LCK,0.0,1.0,-8200.0,-3842.0,-2753.0,-824.0,0.0,0.0,0.0,4.0,1.0,2.0
Vi,Ryze,Ambessa,Jhin,Zilean,1,LCP,0.0,1.0,2615.0,2477.0,1600.0,627.0,1.0,1.0,3.0,4.0,3.0,0.0
Ahri,Yorick,Xin Zhao,Miss Fortune,Rell,0,LCP,1.0,0.0,-2615.0,-2477.0,-1600.0,-627.0,0.0,0.0,4.0,3.0,0.0,3.0
Varus,Rakan,Jayce,Akali,Naafiri,1,LCP,1.0,0.0,4248.0,1223.0,504.0,362.0,0.0,1.0,2.0,3.0,2.0,1.0
Ezreal,Sejuani,K'Sante,Annie,Malzahar,0,LCP,0.0,1.0,-4248.0,-1223.0,-504.0,-362.0,1.0,0.0,3.0,2.0,1.0,2.0
Gwen,Taliyah,Xin Zhao,Jhin,Leona,1,LCK,1.0,0.0,6106.0,4566.0,2827.0,-252.0,1.0,1.0,5.0,0.0,3.0,0.0
Azir,Trundle,Gnar,Varus,Rell,0,LCK,0.0,1.0,-6106.0,-4566.0,-2827.0,252.0,0.0,0.0,0.0,5.0,0.0,3.0
Sion,Viktor,Poppy,Zeri,Nautilus,0,LCK,0.0,1.0,-629.0,-1634.0,-1712.0,894.0,0.0,1.0,2.0,3.0,1.0,2.0
Ornn,Ahri,Wukong,Senna,Rakan,1,LCK,1.0,0.0,629.0,1634.0,1712.0,-894.0,1.0,0.0,3.0,2.0,2.0,1.0
Rumble,Sejuani,Yone,Poppy,Varus,0,LCK,0.0,1.0,-2425.0,-1677.0,947.0,850.0,0.0,0.0,2.0,3.0,1.0,2.0
Nidalee,K'Sante,Sett,Rell,Ezreal,1,LCK,1.0,0.0,2425.0,1677.0,-947.0,-850.0,1.0,1.0,3.0,2.0,2.0,1.0
Taliyah,Jax,Nocturne,Nautilus,Lucian,0,LCK,0.0,1.0,-7697.0,-4969.0,-742.0,440.0,0.0,0.0,1.0,3.0,1.0,2.0
Gwen,Wukong,Ahri,Neeko,Kai'Sa,1,LCK,1.0,0.0,7697.0,4969.0,742.0,-440.0,1.0,1.0,3.0,1.0,2.0,1.0
Vi,Sion,Viktor,Smolder,Alistar,1,LCP,0.0,1.0,1394.0,2679.0,398.0,371.0,1.0,0.0,3.0,1.0,0.0,3.0
Ahri,Senna,Ambessa,Wukong,Rakan,0,LCP,1.0,0.0,-1394.0,-2679.0,-398.0,-371.0,0.0,1.0,1.0,3.0,3.0,0.0
Taliyah,Nocturne,Renekton,Varus,Nautilus,1,LCP,1.0,0.0,6217.0,2617.0,-69.0,13.0,1.0,1.0,3.0,2.0,3.0,0.0
Yorick,Xin Zhao,Akali,Kai'Sa,Rell,0,LCP,0.0,1.0,-6217.0,-2617.0,69.0,-13.0,0.0,0.0,2.0,3.0,0.0,3.0
Kalista,Skarner,Leona,Gragas,Vladimir,1,LCP,1.0,0.0,6662.0,6220.0,187.0,-515.0,1.0,1.0,3.0,1.0,2.0,1.0
Renata Glasc,Aurora,Ashe,Zed,K'Sante,0,LCP,0.0,1.0,-6662.0,-6220.0,-187.0,515.0,0.0,0.0,1.0,3.0,1.0,2.0
Pantheon,Ahri,Renekton,Xayah,Rakan,0,LCP,0.0,1.0,2043.0,4004.0,3700.0,1569.0,1.0,1.0,2.0,2.0,3.0,0.0
Yorick,Skarner,Sylas,Senna,Alistar,1,LCP,1.0,0.0,-2043.0,-4004.0,-3700.0,-1569.0,0.0,0.0,2.0,2.0,0.0,3.0
Rumble,Maokai,Corki,Lucian,Nami,1,LCP,1.0,0.0,6527.0,3402.0,947.0,354.0,1.0,0.0,3.0,1.0,0.0,3.0
Gwen,Wukong,Ryze,Kalista,Neeko,0,LCP,0.0,1.0,-6527.0,-3402.0,-947.0,-354.0,0.0,1.0,1.0,3.0,3.0,0.0
Taliyah,Gwen,Skarner,Kalista,Renata Glasc,1,LEC,1.0,0.0,1867.0,2753.0,1032.0,1808.0,1.0,1.0,4.0,0.0,3.0,0.0
Senna,Pantheon,Ahri,Vladimir,Alistar,0,LEC,0.0,1.0,-1867.0,-2753.0,-1032.0,-1808.0,0.0,0.0,0.0,4.0,0.0,3.0
Varus,Nocturne,Orianna,Jax,Gragas,0,LEC,0.0,1.0,1358.0,1386.0,2117.0,625.0,1.0,1.0,0.0,4.0,3.0,0.0
Jhin,Xin Zhao,Aurelion Sol,Rell,Cho'Gath,1,LEC,1.0,0.0,-1358.0,-1386.0,-2117.0,-625.0,0.0,0.0,4.0,0.0,0.0,3.0
Azir,Skarner,Gwen,Nautilus,Tristana,0,LTA S,0.0,1.0,-3335.0,-2335.0,-1908.0,-506.0,0.0,0.0,1.0,4.0,3.0,0.0
Taliyah,Xin Zhao,Ambessa,Senna,Alistar,1,LTA S,1.0,0.0,3335.0,2335.0,1908.0,506.0,1.0,1.0,4.0,1.0,0.0,3.0
Rumble,Corki,Sejuani,Yorick,Viktor,1,LEC,0.0,1.0,1806.0,1294.0,1206.0,340.0,1.0,0.0,3.0,2.0,3.0,0.0
Ornn,Lucian,Maokai,Milio,Sylas,0,LEC,1.0,0.0,-1806.0,-1294.0,-1206.0,-340.0,0.0,1.0,2.0,3.0,0.0,3.0
Rumble,Nocturne,Orianna,Ezreal,Braum,1,LTA S,1.0,0.0,970.0,2800.0,3086.0,2443.0,1.0,1.0,2.0,2.0,3.0,0.0
Jayce,Viktor,Wukong,Rell,Kai'Sa,0,LTA S,0.0,1.0,-970.0,-2800.0,-3086.0,-2443.0,0.0,0.0,2.0,2.0,0.0,3.0
Vi,Zeri,Lulu,Aurora,Sion,1,LTA S,1.0,0.0,-1305.0,-839.0,-1057.0,-58.0,0.0,0.0,4.0,3.0,0.0,3.0
Lucian,Nami,Poppy,Renekton,Hwei,0,LTA S,0.0,1.0,1305.0,839.0,1057.0,58.0,1.0,1.0,3.0,4.0,3.0,0.0
Ryze,Xayah,Rakan,Sion,Wukong,1,LEC,1.0,0.0,5759.0,3716.0,-481.0,1739.0,1.0,1.0,4.0,0.0,3.0,0.0
Miss Fortune,Gnar,Nautilus,Nidalee,Syndra,0,LEC,0.0,1.0,-5759.0,-3716.0,481.0,-1739.0,0.0,0.0,0.0,4.0,0.0,3.0
Varus,Leona,Annie,Trundle,Aatrox,0,LTA S,0.0,1.0,-5570.0,-3081.0,-1256.0,-604.0,1.0,1.0,2.0,2.0,2.0,1.0
Neeko,Kalista,Ahri,Lee Sin,Ornn,1,LTA S,1.0,0.0,5570.0,3081.0,1256.0,604.0,0.0,0.0,2.0,2.0,1.0,2.0
Taliyah,Xin Zhao,Ornn,Kalista,Renata Glasc,1,LTA N,1.0,0.0,2599.0,2166.0,671.0,985.0,1.0,1.0,4.0,0.0,3.0,0.0
Varus,Rumble,Azir,Skarner,Gwen,0,LTA N,0.0,1.0,-2599.0,-2166.0,-671.0,-985.0,0.0,0.0,0.0,4.0,0.0,3.0
Neeko,Maokai,Jayce,Sivir,Aatrox,1,LTA N,0.0,1.0,-962.0,-1094.0,275.0,816.0,0.0,0.0,5.0,2.0,3.0,0.0
Pantheon,Kai'Sa,Sion,Rakan,Viktor,0,LTA N,1.0,0.0,962.0,1094.0,-275.0,-816.0,1.0,1.0,2.0,5.0,0.0,3.0
Vi,Ziggs,Renekton,Senna,Nautilus,1,LTA N,1.0,0.0,8087.0,6472.0,396.0,872.0,1.0,1.0,1.0,3.0,1.0,2.0
Ezreal,Ahri,K'Sante,Viego,Leona,0,LTA N,0.0,1.0,-8087.0,-6472.0,-396.0,-872.0,0.0,0.0,3.0,1.0,2.0,1.0
Lucian,Milio,Gnar,Corki,Lillia,0,LTA N,0.0,1.0,-2152.0,-3781.0,-1207.0,-214.0,0.0,0.0,2.0,2.0,0.0,3.0
Sejuani,Aphelios,Lulu,Sylas,Tristana,1,LTA N,1.0,0.0,2152.0,3781.0,1207.0,214.0,1.0,1.0,2.0,2.0,3.0,0.0
Azir,Sion,Trundle,Lucian,Braum,1,LCK,1.0,0.0,3973.0,3932.0,880.0,-617.0,1.0,1.0,2.0,2.0,0.0,3.0
Xin Zhao,Varus,Ahri,Ambessa,Renata Glasc,0,LCK,0.0,1.0,-3973.0,-3932.0,-880.0,617.0,0.0,0.0,2.0,2.0,3.0,0.0
Wukong,Rumble,Alistar,Kai'Sa,Galio,0,LCK,0.0,1.0,-11406.0,-4769.0,-2004.0,-65.0,0.0,0.0,1.0,3.0,1.0,2.0
Gwen,Pantheon,Viktor,Shen,Xayah,1,LCK,1.0,0.0,11406.0,4769.0,2004.0,65.0,1.0,1.0,3.0,1.0,2.0,1.0
Taliyah,Xin Zhao,Ornn,Kalista,Renata Glasc,1,LCK,1.0,0.0,843.0,994.0,830.0,844.0,1.0,1.0,4.0,0.0,2.0,1.0
Rumble,Wukong,Sylas,Nautilus,Senna,0,LCK,0.0,1.0,-843.0,-994.0,-830.0,-844.0,0.0,0.0,0.0,4.0,1.0,2.0
Azir,Sejuani,Jayce,Miss Fortune,Morgana,1,LCK,1.0,0.0,2068.0,-1652.0,-114.0,97.0,0.0,0.0,1.0,2.0,3.0,0.0
Ahri,Yorick,Trundle,Rakan,Kai'Sa,0,LCK,0.0,1.0,-2068.0,1652.0,114.0,-97.0,1.0,1.0,2.0,1.0,0.0,3.0
Azir,Vi,Ornn,Jhin,Alistar,0,LCP,0.0,1.0,1027.0,714.0,1065.0,805.0,1.0,1.0,4.0,2.0,0.0,3.0
Rumble,Skarner,Corki,Lucian,Braum,1,LCP,1.0,0.0,-1027.0,-714.0,-1065.0,-805.0,0.0,0.0,2.0,4.0,3.0,0.0
Pantheon,Braum,Lucian,Gnar,Annie,1,LCK,1.0,0.0,3195.0,1834.0,181.0,-477.0,1.0,1.0,2.0,1.0,0.0,3.0
Nidalee,Corki,Alistar,Renekton,Nilah,0,LCK,0.0,1.0,-3195.0,-1834.0,-181.0,477.0,0.0,0.0,1.0,2.0,3.0,0.0
Taliyah,Kalista,Renata Glasc,Poppy,Jax,0,LCP,0.0,1.0,-8102.0,-382.0,-1301.0,565.0,1.0,1.0,1.0,2.0,2.0,1.0
Gwen,Wukong,Orianna,Neeko,Kai'Sa,1,LCP,1.0,0.0,8102.0,382.0,1301.0,-565.0,0.0,0.0,2.0,1.0,1.0,2.0
Jayce,Smolder,Leona,Aurelion Sol,Jarvan IV,1,LCP,0.0,1.0,-1374.0,-6215.0,-3935.0,-1673.0,0.0,0.0,2.0,3.0,0.0,3.0
Senna,Nautilus,Yorick,Ryze,Lee Sin,0,LCP,1.0,0.0,1374.0,6215.0,3935.0,1673.0,1.0,1.0,3.0,2.0,3.0,0.0
Pantheon,Ambessa,Sylas,Zeri,Gragas,0,LCP,1.0,0.0,-6897.0,-4530.0,-2472.0,-1464.0,0.0,0.0,0.0,4.0,3.0,0.0
Ezreal,Rell,Shen,Lillia,Camille,1,LCP,0.0,1.0,6897.0,4530.0,2472.0,1464.0,1.0,1.0,4.0,0.0,0.0,3.0
Maokai,Tristana,Kennen,Ashe,Seraphine,0,LCP,0.0,1.0,-1022.0,-1078.0,1357.0,256.0,0.0,1.0,2.0,3.0,2.0,1.0
Viktor,Kindred,K'Sante,Caitlyn,Bard,1,LCP,1.0,0.0,1022.0,1078.0,-1357.0,-256.0,1.0,0.0,3.0,2.0,1.0,2.0
Varus,Jayce,Wukong,Alistar,Ryze,1,LEC,1.0,0.0,11955.0,5145.0,1283.0,1138.0,1.0,1.0,2.0,2.0,1.0,2.0
Rumble,Naafiri,Jhin,Rakan,Orianna,0,LEC,0.0,1.0,-11955.0,-5145.0,-1283.0,-1138.0,0.0,0.0,2.0,2.0,2.0,1.0
Taliyah,Varus,Nautilus,Sion,Pantheon,0,LTA S,0.0,1.0,-4650.0,-3161.0,-1658.0,-1054.0,0.0,1.0,0.0,4.0,2.0,1.0
Lucian,Sejuani,Nami,Sylas,Olaf,1,LTA S,1.0,0.0,4650.0,3161.0,1658.0,1054.0,1.0,0.0,4.0,0.0,1.0,2.0
Vi,Jax,Ahri,Miss Fortune,Neeko,1,LEC,1.0,0.0,956.0,-1274.0,-1605.0,-1250.0,0.0,0.0,4.0,3.0,3.0,0.0
Gwen,Azir,Poppy,Ezreal,Rell,0,LEC,0.0,1.0,-956.0,1274.0,1605.0,1250.0,1.0,1.0,3.0,4.0,0.0,3.0
Azir,Trundle,Ambessa,Smolder,Braum,1,LTA S,1.0,0.0,-8773.0,-5661.0,-3388.0,-2090.0,0.0,0.0,2.0,2.0,0.0,3.0
Xin Zhao,Rell,Renekton,Senna,Ziggs,0,LTA S,0.0,1.0,8773.0,5661.0,3388.0,2090.0,1.0,1.0,2.0,2.0,3.0,0.0
Senna,Xin Zhao,Braum,Hwei,Ambessa,1,LEC,1.0,0.0,1004.0,-384.0,-302.0,-222.0,1.0,1.0,4.0,0.0,0.0,3.0
Nautilus,Tristana,Ziggs,Lillia,Renekton,0,LEC,0.0,1.0,-1004.0,384.0,302.0,222.0,0.0,0.0,0.0,4.0,3.0,0.0
Yone,Lillia,Miss Fortune,Rakan,K'Sante,1,LTA S,1.0,0.0,-3637.0,-2089.0,-790.0,202.0,0.0,0.0,3.0,2.0,1.0,2.0
Annie,Naafiri,Ezreal,Leona,Gnar,0,LTA S,0.0,1.0,3637.0,2089.0,790.0,-202.0,1.0,1.0,2.0,3.0,2.0,1.0
Sejuani,Gnar,Sylas,Ashe,Seraphine,0,LEC,0.0,1.0,-10494.0,-6189.0,-2408.0,-166.0,0.0,0.0,1.0,3.0,3.0,0.0
Leona,Corki,Ivern,Xayah,Sion,1,LEC,1.0,0.0,10494.0,6189.0,2408.0,166.0,1.0,1.0,3.0,1.0,0.0,3.0
Rumble,Maokai,Tristana,Jhin,Gragas,1,LTA S,1.0,0.0,6840.0,2462.0,4147.0,2029.0,1.0,1.0,2.0,1.0,3.0,0.0
Ahri,Wukong,Alistar,Ashe,Nidalee,0,LTA S,0.0,1.0,-6840.0,-2462.0,-4147.0,-2029.0,0.0,0.0,1.0,2.0,0.0,3.0
Taliyah,Naafiri,Gwen,Jhin,Leona,0,LTA N,0.0,1.0,1706.0,2456.0,429.0,-731.0,1.0,0.0,2.0,5.0,0.0,3.0
Senna,Nautilus,Xin Zhao,Gnar,Ryze,1,LTA N,1.0,0.0,-1706.0,-2456.0,-429.0,731.0,0.0,1.0,5.0,2.0,3.0,0.0
Azir,Sejuani,Renekton,Xayah,Rakan,0,LTA N,0.0,1.0,-5962.0,-1517.0,250.0,225.0,0.0,0.0,0.0,4.0,0.0,3.0
Lucian,Annie,Trundle,Yorick,Milio,1,LTA N,1.0,0.0,5962.0,1517.0,-250.0,-225.0,1.0,1.0,4.0,0.0,3.0,0.0
Varus,Dr. Mundo,Ornn,Neeko,Viktor,1,LTA N,1.0,0.0,7771.0,5848.0,2869.0,1769.0,1.0,1.0,2.0,2.0,3.0,0.0
Jayce,Maokai,Riven,Alistar,Smolder,0,LTA N,0.0,1.0,-7771.0,-5848.0,-2869.0,-1769.0,0.0,0.0,2.0,2.0,0.0,3.0
Jayce,Draven,Wukong,Nautilus,Hwei,1,LEC,1.0,0.0,4842.0,1207.0,302.0,-499.0,1.0,1.0,4.0,1.0,3.0,0.0
Kalista,Pantheon,Sion,Viktor,Rell,0,LEC,0.0,1.0,-4842.0,-1207.0,-302.0,499.0,0.0,0.0,1.0,4.0,0.0,3.0
Rumble,Skarner,Ryze,Xayah,Rakan,0,LEC,1.0,0.0,-2991.0,-2562.0,-1881.0,105.0,0.0,0.0,0.0,4.0,1.0,2.0
Lucian,Xin Zhao,Nami,Galio,Zoe,1,LEC,0.0,1.0,2991.0,2562.0,1881.0,-105.0,1.0,1.0,4.0,0.0,2.0,1.0
Yone,Neeko,Ezreal,Ornn,Naafiri,0,LEC,0.0,1.0,-3276.0,-70.0,-403.0,515.0,1.0,1.0,0.0,4.0,1.0,2.0
Azir,Miss Fortune,Maokai,Karma,Renekton,1,LEC,1.0,0.0,3276.0,70.0,403.0,-515.0,0.0,0.0,4.0,0.0,2.0,1.0
Taliyah,Poppy,Ambessa,Kai'Sa,Neeko,1,LCK,1.0,0.0,4905.0,1753.0,1521.0,1122.0,1.0,1.0,4.0,2.0,2.0,1.0
